tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	Z70.7	Z70	Z70.7a	Z70.7a:LP-DIR-T	hargrave 2016-06-07 12:04:35	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	748	623	K		4	MID	u	17.2	50.5	l	g	-65.5	1.8	5	100
	This study	unknown	Z70.7	Z70	Z70.7a	Z70.7a:LP-DIR-T	hargrave 2016-06-07 12:04:35	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	843	803	K		4	MAG	u	136.5	258.2	l	g	47.3	5.2	7	100
	This study	unknown	Z70.7	Z70	Z70.7a	Z70.7a:LP-DIR-T	hargrave 2016-06-07 12:04:35	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	933	863	K		4	HEM	u	0.0	46.1	l	g	-61.0	8.8	5	100
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	373	K		4	LOW	u	154.5	243.2	l	g	60.4	0.7	3	-1
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	748	623	K		4	MID	u	12.5	34.0	l	g	-68.2	1.3	5	-1
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	843	823	K		4	MAG	u	109.5	239.6	l	g	38.5	8.4	5	-1
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	903	858	K		4	HEM	u	0.0	9.5	l	g	-69.9	11.1	4	-1
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	373	K		4	LOW	u	154.5	352.3	l	g	58.2	0.7	3	0
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	748	623	K		4	MID	u	12.5	189.2	l	g	-71.2	1.3	5	0
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	843	823	K		4	MAG	u	109.5	319.9	l	g	47.5	8.4	5	0
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	903	858	K		4	HEM	u	0.0	215.3	l	g	-76.5	11.1	4	0
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	373	K		4	LOW	u	154.5	268.5	l	g	67.5	0.7	3	100
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	748	623	K		4	MID	u	12.5	48.9	l	g	-68.3	1.3	5	100
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	843	823	K		4	MAG	u	109.5	276.6	l	g	45.9	8.4	5	100
	This study	unknown	Z70.8	Z70	Z70.8a	Z70.8a:LP-DIR-T	hargrave 2016-06-07 12:06:31	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	903	858	K		4	HEM	u	0.0	27.7	l	g	-65.2	11.1	4	100
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		3	LOW	u	142.1	240.0	l	g	60.7	8.0	3	-1
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	803	623	K		3	MID	u	12.8	6.7	l	g	-64.7	2.0	8	-1
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	863	855	K		3	HEM	u	0.0	357.2	l	g	-57.0	5.2	3	-1
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		3	LOW	u	142.1	353.7	l	g	62.2	8.0	3	0
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	803	623	K		3	MID	u	12.8	193.6	l	g	-86.0	2.0	8	0
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	863	855	K		3	HEM	u	0.0	42.2	l	g	-84.8	5.2	3	0
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		3	LOW	u	142.1	257.9	l	g	67.8	8.0	3	100
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	803	623	K		3	MID	u	12.8	32.5	l	g	-55.5	2.0	8	100
	This study	unknown	Z71.1	Z71	Z71.1a	Z71.1a:LP-DIR-T	hargrave 2016-06-14 11:35:51	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	863	855	K		3	HEM	u	0.0	31.9	l	g	-46.6	5.2	3	100
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	152.2	162.6	l	g	25.9	5.2	3	-1
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	823	K		4	MAG	u	19.9	327.0	l	g	-58.4	7.2	8	-1
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	953	863	K		4	HEM	u	8.0	356.5	l	g	-43.3	5.1	8	-1
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	803	623	K		4	MID	u	4.6	354.9	l	g	-43.3	2.1	8	-1
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	152.2	345.4	l	g	62.5	5.2	3	0
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	823	K		4	MAG	u	19.9	74.5	l	g	-69.2	7.2	8	0
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	863	K		4	HEM	u	8.0	179.9	l	g	-82.8	5.1	8	0
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	803	623	K		4	MID	u	4.6	171.4	l	g	-82.5	2.1	8	0
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	152.2	258.5	l	g	64.0	5.2	3	100
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	823	K		4	MAG	u	19.9	48.0	l	g	-35.2	7.2	8	100
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	863	K		4	HEM	u	8.0	37.2	l	g	-57.7	5.1	8	100
	This study	unknown	Z71.2	Z71	Z71.2a	Z71.2a:LP-DIR-T	hargrave 2016-06-14 11:37:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	803	623	K		4	MID	u	4.6	39.2	l	g	-57.3	2.1	8	100
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	139.7	215.4	l	g	48.3	10.5	3	-1
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	803	623	K		4	MID	u	11.8	2.5	l	g	-44.6	2.7	8	-1
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-3.4.1	903	863	K		4	HEM	u	0.1	338.2	l	g	-41.7	2.2	4	-1
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL-O:DA-DIR	pmagpy-3.4.1	852	833	K		4	MAG	u	0.5	341.9	l	g	-41.3	5.0	7	-1
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	139.7	13.7	l	g	66.6	10.5	3	0
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	803	623	K		4	MID	u	11.8	117.5	l	g	-86.2	2.7	8	0
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-3.4.1	903	863	K		4	HEM	u	0.1	13.7	l	g	-73.4	2.2	4	0
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL-O:DA-DIR-GEO	pmagpy-3.4.1	852	833	K		4	MAG	u	0.5	20.4	l	g	-75.6	5.0	7	0
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	139.7	233.4	l	g	73.0	10.5	3	100
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	803	623	K		4	MID	u	11.8	36.5	l	g	-51.3	2.7	8	100
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL-O:DA-DIR-TILT	pmagpy-3.4.1	903	863	K		4	HEM	u	0.1	24.6	l	g	-35.6	2.2	4	100
	This study	unknown	Z71.3	Z71	Z71.3a	Z71.3a:LP-DIR-T	hargrave 2016-06-14 11:42:27	LP-DIR-T:DE-BFL-O:DA-DIR-TILT	pmagpy-3.4.1	852	833	K		4	MAG	u	0.5	27.3	l	g	-37.4	5.0	7	100
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	157.6	177.8	l	g	27.4	7.3	3	-1
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	823	K		4	MAG	u	15.1	339.9	l	g	-57.9	8.3	8	-1
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	923	863	K		4	HEM	u	0.0	0.1	l	g	-43.3	4.5	4	-1
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	788	623	K		4	MID	u	5.1	0.7	l	g	-44.4	5.9	7	-1
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	157.6	17.1	l	g	67.3	7.3	3	0
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	823	K		4	MAG	u	15.1	70.5	l	g	-75.8	8.3	8	0
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	923	863	K		4	HEM	u	0.0	203.0	l	g	-83.3	4.5	4	0
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	788	623	K		4	MID	u	5.1	207.5	l	g	-84.4	5.9	7	0
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	157.6	228.1	l	g	73.0	7.3	3	100
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	823	K		4	MAG	u	15.1	42.3	l	g	-40.2	8.3	8	100
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	923	863	K		4	HEM	u	0.0	32.0	l	g	-58.3	4.5	4	100
	This study	unknown	Z71.4	Z71	Z71.4a	Z71.4a:LP-DIR-T	hargrave 2016-06-14 11:44:06	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	788	623	K		4	MID	u	5.1	30.9	l	g	-57.3	5.9	7	100
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	348	K		4	LOW	u	144.4	193.4	l	g	9.1	22.8	4	-1
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	823	K		4	MAG	u	25.1	336.5	l	g	-31.5	7.9	8	-1
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	943	903	K		4	HEM	u	0.0	9.5	l	g	-35.6	6.7	4	-1
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	818	673	K		4	MID	u	4.8	9.2	l	g	-39.1	4.9	8	-1
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	348	K		4	LOW	u	144.4	342.2	l	g	57.7	22.8	4	0
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	823	K		4	MAG	u	25.1	61.0	l	g	-69.5	7.9	8	0
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	943	903	K		4	HEM	u	0.0	205.4	l	g	-81.7	6.7	4	0
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	818	673	K		4	MID	u	4.8	230.5	l	g	-82.9	4.9	8	0
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	348	K		4	LOW	u	144.4	268.8	l	g	62.1	22.8	4	100
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	823	K		4	MAG	u	25.1	42.7	l	g	-33.2	7.9	8	100
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	943	903	K		4	HEM	u	0.0	31.8	l	g	-59.9	6.7	4	100
	This study	unknown	Z71.5	Z71	Z71.5a	Z71.5a:LP-DIR-T	hargrave 2016-06-14 11:45:38	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	818	673	K		4	MID	u	4.8	25.7	l	g	-58.3	4.9	8	100
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	149.6	224.1	l	g	44.7	11.0	3	-1
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	833	K		4	MAG	u	30.5	318.1	l	g	-42.5	4.4	6	-1
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	903	858	K		4	HEM	u	0.0	11.3	l	g	-65.3	6.4	4	-1
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	773	623	K		4	MID	u	9.3	17.1	l	g	-60.7	2.0	6	-1
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	149.6	14.6	l	g	57.9	11.0	3	0
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	833	K		4	MAG	u	30.5	62.1	l	g	-56.8	4.4	6	0
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	903	858	K		4	HEM	u	0.0	200.5	l	g	-85.1	6.4	4	0
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	773	623	K		4	MID	u	9.3	184.2	l	g	-80.2	2.0	6	0
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	149.6	259.9	l	g	79.0	11.0	3	100
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	833	K		4	MAG	u	30.5	48.4	l	g	-21.6	4.4	6	100
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	903	858	K		4	HEM	u	0.0	31.9	l	g	-56.5	6.4	4	100
	This study	unknown	Z71.6	Z71	Z71.6a	Z71.6a:LP-DIR-T	hargrave 2016-06-14 11:47:10	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	773	623	K		4	MID	u	9.3	39.1	l	g	-60.2	2.0	6	100
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	148.7	202.9	l	g	16.1	0.5	3	-1
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	833	K		4	MAG	u	25.4	321.4	l	g	-23.7	3.5	6	-1
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	883	858	K		4	HEM	u	0.0	1.3	l	g	-32.6	4.1	3	-1
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	788	623	K		4	MID	u	13.4	4.9	l	g	-29.8	3.1	7	-1
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	148.7	16.6	l	g	59.6	0.5	3	0
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	833	K		4	MAG	u	25.4	72.5	l	g	-54.0	3.5	6	0
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	883	858	K		4	HEM	u	0.0	159.0	l	g	-83.5	4.1	3	0
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	788	623	K		4	MID	u	13.4	173.8	l	g	-79.9	3.1	7	0
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	148.7	249.6	l	g	79.0	0.5	3	100
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	833	K		4	MAG	u	25.4	55.4	l	g	-21.4	3.5	6	100
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	883	858	K		4	HEM	u	0.0	39.4	l	g	-55.5	4.1	3	100
	This study	unknown	Z71.7	Z71	Z71.7a	Z71.7a:LP-DIR-T	hargrave 2016-06-14 11:49:38	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	788	623	K		4	MID	u	13.4	42.2	l	g	-59.3	3.1	7	100
	This study	unknown	Z71.8	Z71	Z71.8a	Z71.8a:LP-DIR-T	hargrave 2016-06-14 11:51:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	153.8	209.9	l	g	31.2	2.9	3	-1
	This study	unknown	Z71.8	Z71	Z71.8a	Z71.8a:LP-DIR-T	hargrave 2016-06-14 11:51:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	818	K		4	MAG	u	24.0	359.4	l	g	-12.7	4.1	9	-1
	This study	unknown	Z71.8	Z71	Z71.8a	Z71.8a:LP-DIR-T	hargrave 2016-06-14 11:51:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	953	863	K		4	HEM	u	8.4	357.9	l	g	-41.8	14.4	8	-1
	This study	unknown	Z71.8	Z71	Z71.8a	Z71.8a:LP-DIR-T	hargrave 2016-06-14 11:51:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	773	623	K		4	MID	u	8.0	12.4	l	g	-37.1	2.2	6	-1
	This study	unknown	Z71.8	Z71	Z71.8a	Z71.8a:LP-DIR-T	hargrave 2016-06-14 11:51:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	153.8	0.2	l	g	64.7	2.9	3	0
